Day,Exam_Date,Rank,Registration_No,Roll_No,Marks,Percentile
Day 5 (23 June 2026),23 June 2026,8058,SG250041603,1010120109,13.77,19.28
Day 5 (23 June 2026),23 June 2026,9563,SG250041860,1010120110,3.23,4.21
Day 5 (23 June 2026),23 June 2026,2990,SG250041993,1010120113,37.4,70.06
Day 5 (23 June 2026),23 June 2026,8521,SG250042008,1010120114,10.89,14.65
Day 5 (23 June 2026),23 June 2026,5467,SG250042078,1010120115,26.08,45.24
Day 5 (23 June 2026),23 June 2026,3043,SG250042190,1010120118,37.08,69.53
Day 5 (23 June 2026),23 June 2026,3756,SG250042293,1010120119,33.43,62.38
Day 5 (23 June 2026),23 June 2026,4179,SG250042684,1010120124,31.46,58.14
Day 5 (23 June 2026),23 June 2026,6695,SG250042705,1010120125,20.48,32.94
Day 5 (23 June 2026),23 June 2026,7796,SG250042716,1010120126,15.1,21.91
Day 5 (23 June 2026),23 June 2026,34,SG250042743,1010120127,70.01,99.67
Day 5 (23 June 2026),23 June 2026,8290,SG250042955,1010120129,12.43,16.96
Day 5 (23 June 2026),23 June 2026,254,SG250043119,1010120131,60.38,97.47
Day 5 (23 June 2026),23 June 2026,2380,SG250043312,1010120135,40.74,76.17
Day 5 (23 June 2026),23 June 2026,7368,SG250043385,1010120136,17.14,26.2
Day 5 (23 June 2026),23 June 2026,9461,SG250043499,1010120137,4.24,5.23
Day 5 (23 June 2026),23 June 2026,7547,SG250043704,1010120139,16.21,24.4
Day 5 (23 June 2026),23 June 2026,7311,SG250043729,1010120140,17.48,26.77
Day 5 (23 June 2026),23 June 2026,5188,SG250043870,1010120142,27.1,48.04
Day 5 (23 June 2026),23 June 2026,5156,SG250043896,1010120143,27.14,48.36
Day 5 (23 June 2026),23 June 2026,869,SG250043924,1010120144,51.73,91.3
Day 5 (23 June 2026),23 June 2026,3093,SG250043936,1010120145,36.76,69.02
Day 5 (23 June 2026),23 June 2026,2991,SG250043946,1010120146,37.4,70.05
Day 5 (23 June 2026),23 June 2026,9725,SG250043976,1010120147,1.34,2.58
Day 5 (23 June 2026),23 June 2026,8632,SG250043987,1010120148,10.45,13.53
Day 5 (23 June 2026),23 June 2026,9209,SG250044044,1010120149,6.49,7.75
Day 5 (23 June 2026),23 June 2026,2170,SG250044256,1010120150,42.08,78.27
Day 5 (23 June 2026),23 June 2026,9940,SG250044341,1010120151,-3.52,0.43
Day 5 (23 June 2026),23 June 2026,6985,SG250044436,1010120153,19.15,30.03
Day 5 (23 June 2026),23 June 2026,6958,SG250044485,1010120155,19.42,30.3
Day 5 (23 June 2026),23 June 2026,786,SG250044578,1010120156,52.72,92.14
Day 5 (23 June 2026),23 June 2026,9807,SG250044584,1010120157,0.0,1.76
Day 5 (23 June 2026),23 June 2026,6742,SG250044900,1010120160,20.39,32.47
Day 5 (23 June 2026),23 June 2026,7669,SG250045047,1010120161,15.76,23.18
Day 5 (23 June 2026),23 June 2026,5879,SG250045098,1010120162,24.14,41.11
Day 5 (23 June 2026),23 June 2026,397,SG250045573,1010120164,57.71,96.03
Day 5 (23 June 2026),23 June 2026,2436,SG250045759,1010120165,40.41,75.61
Day 5 (23 June 2026),23 June 2026,1262,SG250045796,1010120167,48.09,87.37
Day 5 (23 June 2026),23 June 2026,7392,SG250045829,1010120169,17.11,25.96
Day 5 (23 June 2026),23 June 2026,6705,SG250045981,1010120170,20.47,32.84
Day 5 (23 June 2026),23 June 2026,2756,SG250046148,1010120171,38.72,72.4
Day 5 (23 June 2026),23 June 2026,7415,SG250046257,1010120172,16.86,25.73
Day 5 (23 June 2026),23 June 2026,9422,SG250046262,1010120173,4.7,5.62
Day 5 (23 June 2026),23 June 2026,5962,SG250046322,1010120174,23.81,40.28
Day 5 (23 June 2026),23 June 2026,124,SG250046431,1010120176,64.05,98.77
Day 5 (23 June 2026),23 June 2026,7265,SG250046439,1010120177,17.8,27.23
Day 5 (23 June 2026),23 June 2026,8172,SG250046813,1010120180,12.87,18.14
Day 5 (23 June 2026),23 June 2026,2992,SG250046944,1010120181,37.4,70.04
Day 5 (23 June 2026),23 June 2026,7541,SG250046996,1010120182,16.43,24.46
Day 5 (23 June 2026),23 June 2026,6815,SG250047185,1010120185,20.08,31.74
Day 5 (23 June 2026),23 June 2026,5994,SG250047207,1010120186,23.78,39.96
Day 5 (23 June 2026),23 June 2026,1125,SG250047356,1010120187,49.4,88.74
Day 5 (23 June 2026),23 June 2026,7155,SG250047394,1010120188,18.45,28.33
Day 5 (23 June 2026),23 June 2026,8643,SG250047465,1010120189,10.38,13.42
Day 5 (23 June 2026),23 June 2026,3932,SG250047469,1010120190,32.74,60.62
Day 5 (23 June 2026),23 June 2026,1838,SG250047539,1010120192,44.12,81.6
Day 5 (23 June 2026),23 June 2026,8909,SG250047555,1010120193,8.75,10.76
Day 5 (23 June 2026),23 June 2026,3649,SG250047630,1010120194,34.08,63.45
Day 5 (23 June 2026),23 June 2026,6852,SG250047743,1010120195,19.8,31.37
Day 5 (23 June 2026),23 June 2026,6380,SG250047878,1010120198,21.82,36.09
Day 5 (23 June 2026),23 June 2026,3789,SG250048051,1010120202,33.4,62.05
Day 5 (23 June 2026),23 June 2026,5011,SG250048358,1010120203,28.07,49.81
Day 5 (23 June 2026),23 June 2026,9431,SG250048856,1010120205,4.55,5.53
Day 5 (23 June 2026),23 June 2026,7756,SG250049007,1010120207,15.18,22.31
Day 5 (23 June 2026),23 June 2026,3304,SG250049045,1010120208,35.76,66.91
Day 5 (23 June 2026),23 June 2026,7447,SG250049281,1010120209,16.8,25.41
Day 5 (23 June 2026),23 June 2026,8481,SG250049321,1010120210,11.17,15.05
Day 5 (23 June 2026),23 June 2026,3350,SG250049343,1010120211,35.45,66.45
Day 5 (23 June 2026),23 June 2026,9120,SG250049424,1010120212,7.15,8.65
Day 5 (23 June 2026),23 June 2026,4058,SG250049444,1010120213,32.1,59.36
Day 5 (23 June 2026),23 June 2026,7378,SG250049463,1010120214,17.13,26.1
Day 5 (23 June 2026),23 June 2026,8552,SG250049486,1010120215,10.83,14.34
