Day,Exam_Date,Rank,Registration_No,Roll_No,Marks,Percentile
Day 6 (24 June 2026),24 June 2026,27,SG250075058,1010140203,71.71,99.71
Day 6 (24 June 2026),24 June 2026,4049,SG250075367,1010140206,30.78,55.35
Day 6 (24 June 2026),24 June 2026,4296,SG250075459,1010140208,29.45,52.63
Day 6 (24 June 2026),24 June 2026,365,SG250075524,1010140210,58.72,95.98
Day 6 (24 June 2026),24 June 2026,2395,SG250075709,1010140211,39.75,73.59
Day 6 (24 June 2026),24 June 2026,4747,SG250075741,1010140212,27.12,47.65
Day 6 (24 June 2026),24 June 2026,1654,SG250075765,1010140213,44.75,81.77
Day 6 (24 June 2026),24 June 2026,5705,SG250075777,1010140214,22.42,37.08
Day 6 (24 June 2026),24 June 2026,2874,SG250075817,1010140215,37.08,68.31
Day 6 (24 June 2026),24 June 2026,1551,SG250075823,1010140216,45.71,82.9
Day 6 (24 June 2026),24 June 2026,402,SG250075900,1010140218,58.05,95.58
Day 6 (24 June 2026),24 June 2026,890,SG250076517,1010140223,51.4,90.19
Day 6 (24 June 2026),24 June 2026,4684,SG250076541,1010140224,27.46,48.35
Day 6 (24 June 2026),24 June 2026,8411,SG250076666,1010140225,5.53,7.24
Day 6 (24 June 2026),24 June 2026,9037,SG250076698,1010140226,-5.41,0.33
Day 6 (24 June 2026),24 June 2026,6751,SG250076917,1010140228,16.83,25.55
Day 6 (24 June 2026),24 June 2026,6023,SG250077017,1010140230,20.78,33.58
Day 6 (24 June 2026),24 June 2026,7415,SG250077062,1010140231,13.03,18.22
Day 6 (24 June 2026),24 June 2026,4353,SG250077063,1010140232,29.13,52.0
Day 6 (24 June 2026),24 June 2026,8518,SG250077166,1010140234,4.47,6.06
Day 6 (24 June 2026),24 June 2026,6967,SG250077334,1010140237,15.53,23.16
Day 6 (24 June 2026),24 June 2026,9063,SG250077510,1010140239,-9.45,0.04
Day 6 (24 June 2026),24 June 2026,6125,SG250077579,1010140240,20.19,32.45
Day 6 (24 June 2026),24 June 2026,7664,SG250077636,1010140241,11.44,15.48
Day 6 (24 June 2026),24 June 2026,2720,SG250077685,1010140242,37.8,70.01
Day 6 (24 June 2026),24 June 2026,294,SG250077843,1010140243,60.06,96.77
Day 6 (24 June 2026),24 June 2026,2121,SG250077976,1010140245,41.43,76.62
Day 6 (24 June 2026),24 June 2026,3166,SG250078012,1010140247,35.43,65.09
Day 6 (24 June 2026),24 June 2026,9002,SG250078048,1010140248,-3.41,0.72
Day 6 (24 June 2026),24 June 2026,3207,SG250078145,1010140249,35.12,64.64
Day 6 (24 June 2026),24 June 2026,8868,SG250079185,1010140253,0.19,2.2
